date,total_confirmed,total_deaths,total_recovered,people_fully_vaccinated,total_boosters,daily_vaccinations,daily_new_cases,daily_new_deaths
2021-05-30,1223627,20860,1149010,1206371.0,,144402.0,7045.0,138.0
2021-05-31,1230301,20966,1155045,,,139410.0,6674.0,106.0
2021-06-01,1235467,21012,1161252,,,126685.0,5166.0,46.0
2021-06-02,1240716,21158,1167426,1343107.0,,121595.0,5249.0,146.0
2021-06-03,1247899,21357,1170752,,,115824.0,7183.0,199.0
2021-06-04,1255337,21537,1173006,1484821.0,,122894.0,7438.0,180.0
2021-06-05,1262273,21732,1180998,1520788.0,,118951.0,6936.0,195.0
2021-06-06,1269478,21898,1188243,1544332.0,,112133.0,7205.0,166.0
2021-06-07,1276004,21969,1195181,1604260.0,,116394.0,6526.0,71.0
2021-06-08,1280773,22064,1202257,1681722.0,,133197.0,4769.0,95.0
2021-06-09,1286217,22190,1210027,1746513.0,,136179.0,5444.0,126.0
2021-06-10,1293687,22312,1214454,,,134470.0,7470.0,122.0
2021-06-11,1300349,22507,1216497,,,130500.0,6662.0,195.0
2021-06-12,1308352,22652,1225359,1855472.0,,137543.0,8003.0,145.0
2021-06-13,1315639,22788,1232986,1879694.0,,140414.0,7287.0,136.0
2021-06-14,1322053,22845,1240112,1903000.0,,135596.0,6414.0,57.0
2021-06-15,1327431,22963,1246405,1975450.0,,150537.0,5378.0,118.0
2021-06-16,1332832,23121,1253541,2012154.0,,156066.0,5401.0,158.0
2021-06-17,1339457,23276,1257774,2065134.0,,176282.0,6625.0,155.0
2021-06-18,1346276,23385,1261115,2096901.0,,186925.0,6819.0,109.0
2021-06-19,1353220,23538,1270243,2120134.0,,193244.0,6944.0,153.0
2021-06-20,1359015,23621,1277715,2153942.0,,208399.0,5795.0,83.0
2021-06-21,1364239,23749,1284643,2183489.0,,220861.0,5224.0,128.0
2021-06-22,1367894,23809,1291389,,,208700.0,3655.0,60.0
2021-06-23,1372232,23928,1298442,,,214824.0,4338.0,119.0
2021-06-24,1378260,24036,1302814,,,208060.0,6028.0,108.0
2021-06-25,1385053,24152,1305608,2246897.0,,213129.0,6793.0,116.0
2021-06-26,1391911,24244,1314220,,,225893.0,6858.0,92.0
2021-06-27,1397992,24372,1321050,2527286.0,,236867.0,6081.0,128.0
2021-06-28,1403588,24456,1327103,,,222783.0,5596.0,84.0
2021-06-29,1408058,24557,1333464,2570380.0,,201021.0,4470.0,101.0
2021-06-30,1412559,24662,1339248,2632938.0,,196628.0,4501.0,105.0
2021-07-01,1418337,24797,1341973,2701064.0,,199842.0,5778.0,135.0
2021-07-02,1424518,24973,1344063,,,213695.0,6181.0,176.0
2021-07-03,1430419,25063,1351691,,,224177.0,5901.0,90.0
2021-07-04,1436369,25149,1358512,2868905.0,,234659.0,5950.0,86.0
2021-07-05,1441746,25192,1364960,,,241005.0,5377.0,43.0
2021-07-06,1445832,25296,1370923,2920448.0,,247350.0,4086.0,104.0
2021-07-07,1450110,25459,1377132,2971367.0,,248004.0,4278.0,163.0
2021-07-08,1455585,25650,1380899,3089976.0,,255153.0,5475.0,191.0
2021-07-09,1461455,25720,1383833,,,239656.0,5870.0,70.0
2021-07-10,1467119,25816,1391335,3365745.0,,224159.0,5664.0,96.0
2021-07-11,1473025,25921,1397403,3464916.0,,202035.0,5906.0,105.0
2021-07-12,1478061,26015,1402918,3526342.0,,194052.0,5036.0,94.0
2021-07-13,1481660,26092,1408634,3670940.0,,210642.0,3599.0,77.0
2021-07-14,1485457,26232,1414817,,,225567.0,3797.0,140.0
2021-07-15,1490665,26314,1418856,4047792.0,,226391.0,5208.0,82.0
2021-07-16,1496328,26476,1421372,4288660.0,,249959.0,5663.0,162.0
2021-07-17,1502359,26598,1428504,,,247654.0,6031.0,122.0
2021-07-18,1507755,26714,1433851,,,251975.0,5396.0,116.0
2021-07-19,1513396,26786,1439049,4708073.0,,271426.0,5641.0,72.0
2021-07-20,1517903,26844,1444253,,,273445.0,4507.0,58.0
2021-07-21,1524449,26874,1449579,5031301.0,,265451.0,6546.0,30.0
2021-07-22,1530266,26891,1452813,,,278129.0,5817.0,17.0
2021-07-23,1537097,26891,1455137,5560029.0,,280069.0,6831.0,0.0
2021-07-24,1543281,27131,1461749,,,295751.0,6184.0,240.0
2021-07-25,1548755,27224,1467269,5984115.0,,311433.0,5474.0,93.0
2021-07-26,1555396,27247,1473009,6089314.0,,300880.0,6641.0,23.0
2021-07-27,1562420,27318,1478625,6311060.0,,308424.0,7024.0,71.0
2021-07-28,1566667,27401,1484714,,,403013.0,4247.0,83.0
2021-07-29,1572287,27577,1488437,7835715.0,,476930.0,5620.0,176.0
2021-07-30,1580824,27722,1491182,,,472795.0,8537.0,145.0
2021-07-31,1588965,27889,1500189,,,480791.0,8141.0,167.0
2021-08-01,1597689,28016,1506027,,,488786.0,8724.0,127.0
2021-08-02,1605762,28093,1515054,9115963.0,,523018.0,8073.0,77.0
2021-08-03,1612541,28141,1521263,10282152.0,,710476.0,6779.0,48.0
2021-08-04,1619824,28231,1528422,,,629471.0,7283.0,90.0
2021-08-05,1627816,28427,1599389,10705190.0,,548466.0,7992.0,196.0
2021-08-06,1638345,28673,1609672,,,580044.0,10529.0,246.0
2021-08-07,1649341,28835,1620506,,,611622.0,10996.0,162.0
2021-08-08,1658916,29122,1629794,11614590.0,,643200.0,9575.0,287.0
2021-08-09,1667714,29128,1638586,,,643664.0,8798.0,6.0
2021-08-10,1676156,29220,1646936,,,465663.0,8442.0,92.0
